fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality [cat],id
9.1,0.5,0.3,1.9,0.065,8,17,99.774,3.32,0.71,10.5,6,980
9.1,0.5,0.3,1.9,0.065,8,17,99.774,3.32,0.71,10.5,6,983
7,0.56,0.17,1.7,0.065,15,24,99.514,3.44,0.68,10.55,7,1555
10,0.46,0.44,2.9,0.065,4,8,99.674,3.33,0.62,12.2,6,912
8.2,1,0.09,2.3,0.065,7,37,99.685,3.32,0.55,9,6,234
8.7,0.84,0,1.4,0.065,24,33,99.54,3.27,0.55,9.7,5,635
7.9,0.34,0.36,1.9,0.065,5,10,99.419,3.27,0.54,11.2,7,1201
10.1,0.27,0.54,2.3,0.065,7,26,99.531,3.17,0.53,12.5,6,794
7.1,0.39,0.12,2.1,0.065,14,24,99.252,3.3,0.53,13.3,6,1118
6.4,0.795,0,2.2,0.065,28,52,99.378,3.49,0.52,11.6,5,1027
7.2,0.62,0.01,2.3,0.065,8,46,99.332,3.32,0.51,11.8,6,1351
7.3,0.65,0,1.2,0.065,15,21,99.46,3.39,0.47,10,7,7
6,0.51,0,2.1,0.064,40,54,99.5,3.54,0.93,10.7,6,1407
6,0.51,0,2.1,0.064,40,54,99.5,3.54,0.93,10.7,6,1409
12.5,0.56,0.49,2.4,0.064,5,27,99.99,3.08,0.87,10.9,5,264
8.6,0.22,0.36,1.9,0.064,53,77,99.604,3.47,0.87,11,7,925
9.1,0.3,0.34,2,0.064,12,25,99.516,3.26,0.84,11.7,7,1007
9.1,0.37,0.32,2.1,0.064,4,15,99.576,3.3,0.8,11.2,6,1302
7.3,0.34,0.33,2.5,0.064,21,37,99.52,3.35,0.77,12.1,7,1417
9.5,0.46,0.49,6.3,0.064,5,17,99.88,3.21,0.73,11,6,541
6.8,0.47,0.08,2.2,0.064,18,38,99.553,3.3,0.65,9.6,6,1526
6.7,0.48,0.08,2.1,0.064,18,34,99.552,3.33,0.64,9.7,5,1525
6.6,0.56,0.14,2.4,0.064,13,29,99.397,3.42,0.62,11.7,7,1534
7.2,0.53,0.14,2.1,0.064,15,29,99.323,3.35,0.61,12.1,6,1297
6.5,0.51,0.15,3,0.064,12,27,99.29,3.33,0.59,12.8,6,1311
7.4,0.58,0,2,0.064,7,11,99.562,3.45,0.58,11.3,6,985
7.7,0.715,0.01,2.1,0.064,31,43,99.371,3.41,0.57,11.8,6,877
8.7,0.765,0.22,2.3,0.064,9,42,99.63,3.1,0.55,9.4,5,399
9.1,0.29,0.33,2.05,0.063,13,27,99.516,3.26,0.84,11.7,7,1006
6.5,0.53,0.06,2,0.063,29,44,99.489,3.38,0.83,10.3,6,1517
8.4,0.37,0.43,2.3,0.063,12,19,99.55,3.17,0.81,11.2,7,1544
7.2,0.25,0.37,2.5,0.063,11,41,99.439,3.52,0.8,12.4,7,1192
10.8,0.32,0.44,1.6,0.063,16,37,99.85,3.22,0.78,10,6,250
8.7,0.33,0.38,3.3,0.063,10,19,99.468,3.3,0.73,12,7,929
6.6,0.44,0.09,2.2,0.063,9,18,99.444,3.42,0.69,11.3,6,1530
6.8,0.59,0.1,1.7,0.063,34,53,99.58,3.41,0.67,9.7,5,1464
9.8,0.44,0.47,2.5,0.063,9,28,99.81,3.24,0.65,10.8,6,406
7,0.23,0.4,1.6,0.063,21,67,99.52,3.5,0.63,11.1,5,454
7.1,0.69,0.08,2.1,0.063,42,52,99.608,3.42,0.6,10.2,6,1529
5.7,0.6,0,1.4,0.063,11,18,99.191,3.45,0.56,12.2,6,1298
8.2,0.44,0.24,2.3,0.063,10,28,99.613,3.25,0.53,10.2,6,1345
10.6,0.31,0.49,2.2,0.063,18,40,99.76,3.14,0.51,9.8,6,579
8.2,0.24,0.34,5.1,0.062,8,22,99.74,3.22,0.94,10.9,6,1406
8.2,0.24,0.34,5.1,0.062,8,22,99.74,3.22,0.94,10.9,6,1412
6.6,0.58,0.02,2,0.062,37,53,99.374,3.35,0.76,11.6,7,1452
5.9,0.55,0.1,2.2,0.062,39,51,99.512,3.52,0.76,11.2,6,1595
7.2,0.37,0.32,2,0.062,15,28,99.47,3.23,0.73,11.3,7,1450
7.5,0.43,0.3,2.2,0.062,6,12,99.495,3.44,0.72,11.5,7,1000
7.9,0.18,0.4,1.8,0.062,7,20,99.41,3.28,0.7,11.1,5,1509
9.2,0.36,0.34,1.6,0.062,5,12,99.667,3.2,0.67,10.5,6,1170
7.3,0.48,0.32,2.1,0.062,31,54,99.728,3.3,0.65,10,7,1466
7.3,0.48,0.32,2.1,0.062,31,54,99.728,3.3,0.65,10,7,1468
7.7,0.49,0.26,1.9,0.062,9,31,99.66,3.39,0.64,9.6,5,87
7.7,0.49,0.26,1.9,0.062,9,31,99.66,3.39,0.64,9.6,5,93
7,0.62,0.18,1.5,0.062,7,50,99.51,3.08,0.6,9.3,5,439
6.6,0.855,0.02,2.4,0.062,15,23,99.627,3.54,0.6,11,6,1557
9.8,0.3,0.39,1.7,0.062,3,9,99.48,3.14,0.57,11.5,7,1279
7,0.51,0.09,2.1,0.062,4,9,99.584,3.35,0.54,10.5,5,1022
7.2,0.33,0.33,1.7,0.061,3,13,99.6,3.23,1.1,10,8,1403
9.4,0.24,0.33,2.3,0.061,52,73,99.786,3.47,0.9,10.2,6,926
6.7,0.67,0.02,1.9,0.061,26,42,99.489,3.39,0.82,10.9,6,1565
6.7,0.32,0.44,2.4,0.061,24,34,99.484,3.29,0.8,11.6,7,1584
8.5,0.28,0.35,1.7,0.061,6,15,99.524,3.3,0.74,11.8,7,1134
7.3,0.98,0.05,2.1,0.061,20,49,99.705,3.31,0.55,9.7,3,1469
10,0.35,0.47,2,0.061,6,11,99.585,3.23,0.52,12,6,1149
7,0.4,0.32,3.6,0.061,9,29,99.416,3.28,0.49,11.3,7,978
6.9,1.09,0.06,2.1,0.061,12,31,99.48,3.51,0.43,11.4,4,199
11.1,0.31,0.53,2.2,0.06,3,10,99.572,3.02,0.83,10.9,7,1067
7,0.49,0.49,5.6,0.06,26,121,99.74,3.34,0.76,10.5,5,215
5,0.42,0.24,2,0.06,19,50,99.17,3.72,0.74,14,8,588
8.8,0.3,0.38,2.3,0.06,19,72,99.543,3.39,0.72,11.8,6,936
7.5,0.52,0.4,2.2,0.06,12,20,99.474,3.26,0.64,11.8,6,1575
6.2,0.785,0,2.1,0.06,6,13,99.664,3.59,0.61,10,4,1461
6.8,0.59,0.06,6,0.06,11,18,99.62,3.41,0.59,10.8,7,904
8,0.67,0.3,2,0.06,38,62,99.58,3.26,0.56,10.2,6,436
10.8,0.26,0.45,3.3,0.06,20,49,99.72,3.13,0.54,9.6,5,679
8.2,0.57,0.26,2.2,0.06,28,65,99.59,3.3,0.43,10.1,5,213
6.7,0.16,0.64,2.1,0.059,24,52,99.494,3.34,0.71,11.2,6,1566
6.5,0.63,0.33,1.8,0.059,16,28,99.531,3.36,0.64,10.1,6,1545
12.4,0.4,0.51,2,0.059,6,24,99.94,3.04,0.6,9.3,6,596
6.6,0.84,0.03,2.3,0.059,32,48,99.52,3.52,0.56,12.3,7,421
6.6,0.84,0.03,2.3,0.059,32,48,99.52,3.52,0.56,12.3,7,425
8.1,0.78,0.23,2.6,0.059,5,15,99.7,3.37,0.56,11.3,5,683
8.1,0.78,0.23,2.6,0.059,5,15,99.7,3.37,0.56,11.3,5,685
7.1,0.75,0.01,2.2,0.059,11,18,99.242,3.39,0.4,12.8,6,1234
7.1,0.75,0.01,2.2,0.059,11,18,99.242,3.39,0.4,12.8,6,1237
8.5,0.47,0.27,1.9,0.058,18,38,99.518,3.16,0.85,11.1,6,960
8.5,0.47,0.27,1.9,0.058,18,38,99.518,3.16,0.85,11.1,6,964
8.2,0.31,0.4,2.2,0.058,6,10,99.536,3.31,0.68,11.2,7,952
7.2,0.53,0.13,2,0.058,18,22,99.573,3.21,0.68,9.9,6,1532
9.1,0.6,0,1.9,0.058,5,10,99.77,3.18,0.63,10.4,6,1130
7.5,0.685,0.07,2.5,0.058,5,9,99.632,3.38,0.55,10.9,4,830
9.1,0.34,0.42,1.8,0.058,9,18,99.392,3.18,0.55,11.4,5,1322
6.9,0.58,0.2,1.75,0.058,8,22,99.322,3.38,0.49,11.7,5,1443
7.8,0.91,0.07,1.9,0.058,22,47,99.525,3.51,0.43,10.7,6,755
7.9,0.885,0.03,1.8,0.058,4,8,99.72,3.36,0.33,9.1,4,170
9.3,0.33,0.45,1.5,0.057,19,37,99.498,3.18,0.89,11.1,7,1070
7.9,0.19,0.42,1.6,0.057,18,30,99.4,3.29,0.69,11.2,6,1087
6.8,0.61,0.04,1.5,0.057,5,10,99.525,3.42,0.6,9.5,5,222
6.5,0.67,0,4.3,0.057,11,20,99.488,3.45,0.56,11.8,4,1239
6.3,0.98,0.01,2,0.057,15,33,99.488,3.6,0.46,11.2,6,756
6,0.5,0,1.4,0.057,15,26,99.448,3.36,0.45,9.5,5,1336
6,0.5,0,1.4,0.057,15,26,99.448,3.36,0.45,9.5,5,1337
6,0.5,0,1.4,0.057,15,26,99.448,3.36,0.45,9.5,5,1338
7.9,0.24,0.4,1.6,0.056,11,25,99.67,3.32,0.87,8.7,6,371
9.6,0.32,0.47,1.4,0.056,9,24,99.695,3.22,0.82,10.3,7,200
7.2,0.38,0.31,2,0.056,15,29,99.472,3.23,0.76,11.3,8,1449
7.9,0.33,0.41,1.5,0.056,6,35,99.396,3.29,0.71,11,6,1112
8.9,0.31,0.36,2.6,0.056,10,39,99.562,3.4,0.69,11.8,5,900
5.9,0.395,0.13,2.4,0.056,14,28,99.362,3.62,0.67,12.4,6,1292
6.2,0.51,0.14,1.9,0.056,15,34,99.396,3.48,0.57,11.5,6,1569
6.1,0.59,0.01,2.1,0.056,5,13,99.472,3.52,0.56,11.4,5,1346
8.6,0.47,0.27,2.3,0.055,14,28,99.516,3.18,0.8,11.2,5,924
8.6,0.47,0.27,2.3,0.055,14,28,99.516,3.18,0.8,11.2,5,928
9.2,0.41,0.5,2.5,0.055,12,25,99.52,3.34,0.79,13.3,7,491
8.5,0.34,0.4,4.7,0.055,3,9,99.738,3.38,0.66,11.6,7,1086
8.8,0.24,0.35,1.7,0.055,13,27,99.394,3.14,0.59,11.3,7,1125
7.7,0.6,0,2.6,0.055,7,13,99.639,3.38,0.56,10.8,5,793
6.4,0.69,0,1.65,0.055,7,12,99.162,3.47,0.53,12.9,6,999
6.3,0.47,0,1.4,0.055,27,33,99.22,3.45,0.48,12.3,6,1122
5.3,0.57,0.01,1.7,0.054,5,27,99.34,3.57,0.84,12.5,7,444
7.9,0.2,0.35,1.7,0.054,7,15,99.458,3.32,0.8,11.9,7,1459
6.4,0.42,0.09,2.3,0.054,34,64,99.724,3.41,0.68,10.4,6,1460
11.7,0.28,0.47,1.7,0.054,17,32,99.686,3.15,0.67,10.6,7,858
6.9,0.74,0.03,2.3,0.054,7,16,99.508,3.45,0.63,11.5,6,1497
6.9,0.74,0.03,2.3,0.054,7,16,99.508,3.45,0.63,11.5,6,1499
5.2,0.48,0.04,1.6,0.054,19,106,99.27,3.54,0.62,12.2,7,230
4.6,0.52,0.15,2.1,0.054,8,65,99.34,3.9,0.56,13.1,4,45
10.2,0.67,0.39,1.9,0.054,6,17,99.76,3.17,0.47,10,5,485
7.1,0.31,0.3,2.2,0.053,36,127,99.65,2.94,1.62,9.5,5,723
6.1,0.715,0.1,2.6,0.053,13,27,99.362,3.57,0.5,11.9,5,1582
10.2,0.645,0.36,1.8,0.053,5,14,99.82,3.17,0.42,10,6,487
8.9,0.4,0.51,2.6,0.052,13,27,99.5,3.32,0.9,13.4,7,492
7.6,0.3,0.42,2,0.052,6,24,99.63,3.44,0.82,11.9,6,1402
7.7,0.26,0.26,2,0.052,19,77,99.51,3.15,0.79,10.9,6,1198
8.9,0.43,0.45,1.9,0.052,6,16,99.48,3.35,0.7,12.5,6,336
10.2,0.34,0.48,2.1,0.052,5,9,99.458,3.2,0.69,12.1,7,953
6.5,0.9,0,1.6,0.052,9,17,99.467,3.5,0.63,10.9,6,1455
7,0.59,0,1.7,0.052,3,8,99.6,3.41,0.47,10.3,5,1438
6.5,0.39,0.23,8.3,0.051,28,91,99.52,3.44,0.55,12.1,6,494
5.2,0.34,0,1.8,0.05,27,63,99.16,3.68,0.79,14,6,142
5.2,0.34,0,1.8,0.05,27,63,99.16,3.68,0.79,14,6,144
7.5,0.27,0.34,2.3,0.05,4,8,99.51,3.4,0.64,11,7,826
5,1.04,0.24,1.6,0.05,32,96,99.34,3.74,0.62,11.5,5,553
8.5,0.4,0.4,6.3,0.05,3,10,99.566,3.28,0.56,12,4,1276
6.2,0.65,0.06,1.6,0.05,6,18,99.348,3.57,0.54,11.95,5,1492
7.9,0.3,0.68,8.3,0.05,37.5,278,99.316,3.01,0.51,12.3,7,1079
7.9,0.3,0.68,8.3,0.05,37.5,289,99.316,3.01,0.51,12.3,7,1081
8.9,0.84,0.34,1.4,0.05,4,10,99.554,3.12,0.48,9.1,6,998
7.9,0.18,0.4,2.2,0.049,38,67,99.6,3.33,0.93,11.3,5,1429
5.6,0.5,0.09,2.3,0.049,17,99,99.37,3.63,0.63,13,5,131
5.6,0.54,0.04,1.7,0.049,5,13,99.42,3.72,0.58,11.4,5,1488
7.3,0.44,0.2,1.6,0.049,24,64,99.35,3.38,0.57,11.7,6,1271
8,0.18,0.37,0.9,0.049,36,109,99.007,2.89,0.44,12.7,6,1018
8.1,0.29,0.36,2.2,0.048,35,53,99.5,3.27,1.01,12.4,7,1408
5.3,0.47,0.11,2.2,0.048,16,89,99.182,3.54,0.88,13.566666666666698,7,1475
5.3,0.47,0.11,2.2,0.048,16,89,99.182,3.54,0.88,13.6,7,1477
5,0.38,0.01,1.6,0.048,26,60,99.084,3.7,0.75,14,6,1270
4.9,0.42,0,2.1,0.048,16,42,99.154,3.71,0.74,14,7,821
6.3,0.57,0.28,2.1,0.048,13,49,99.374,3.41,0.6,12.8,5,1105
6.4,0.36,0.21,2.2,0.047,26,48,99.661,3.47,0.77,9.7,6,1510
7.7,0.96,0.2,2,0.047,15,60,99.55,3.36,0.44,10.9,5,422
5,0.4,0.5,4.3,0.046,29,80,99.02,3.49,0.66,13.6,6,1114
6.4,0.39,0.33,3.3,0.046,12,53,99.294,3.36,0.62,12.2,6,1044
5.6,0.85,0.05,1.4,0.045,12,88,99.24,3.56,0.82,12.9,8,390
6.4,0.67,0.08,2.1,0.045,19,48,99.49,3.49,0.49,11.4,6,426
5,1.02,0.04,1.4,0.045,41,85,99.38,3.75,0.48,10.5,4,94
5.1,0.585,0,1.7,0.044,14,86,99.264,3.56,0.94,12.9,7,802
9,0.39,0.4,1.3,0.044,25,50,99.478,3.2,0.83,10.9,6,1219
5.1,0.42,0,1.8,0.044,18,88,99.157,3.68,0.73,13.6,7,1228
6.1,0.58,0.23,2.5,0.044,16,70,99.352,3.46,0.65,12.5,6,1151
6.9,0.45,0.11,2.4,0.043,6,12,99.354,3.3,0.65,11.4,6,1142
5.1,0.51,0.18,2.1,0.042,16,101,99.24,3.46,0.87,12.9,7,1157
8.1,0.33,0.44,1.5,0.042,6,12,99.542,3.35,0.61,10.7,5,1483
5.6,0.915,0,2.1,0.041,17,78,99.346,3.68,0.73,11.4,5,1178
8.4,0.25,0.39,2,0.041,4,10,99.386,3.27,0.71,12.5,7,806
5.4,0.74,0,1.2,0.041,16,46,99.258,4.01,0.59,12.5,6,1316
5,0.74,0,1.2,0.041,16,46,99.258,4.01,0.59,12.5,6,1321
9.7,0.53,0.6,2,0.039,5,19,99.585,3.3,0.86,12.4,6,210
7.1,0.22,0.49,1.8,0.039,8,18,99.344,3.39,0.56,12.4,6,1490
7.7,0.66,0.04,1.6,0.039,4,9,99.62,3.4,0.47,9.4,5,688
9.3,0.37,0.44,1.6,0.038,21,42,99.526,3.24,0.81,10.8,7,797
6.4,0.38,0.14,2.2,0.038,15,25,99.514,3.44,0.65,11.1,6,1571
5.1,0.47,0.02,1.3,0.034,18,44,99.21,3.9,0.62,12.8,6,695
6.7,0.28,0.28,2.4,0.012,36,100,99.064,3.26,0.39,11.7,7,836
6.7,0.28,0.28,2.4,0.012,36,100,99.064,3.26,0.39,11.7,7,837
